gatId,gatIdGr,street,houseNo,eldership,place,longitude,latitude,fullAddress,people on street
238820,3125,Žvelgaičio g.,3,Verkiai,Vilnius,25.2951,54.7885,Žvelgaičio g. 3,34
335438,3641,Jano Sniadeckio g.,2A,Antakalnis,Vilnius,25.35011,54.71834,Jano Sniadeckio g. 2A,4
22505,674,Švarioji g.,22A,Naujoji Vilnia,Vilnius,25.36251,54.67239,Švarioji g. 22A,80
213212,3046,Ukrainiečių g.,18,Naujoji Vilnia,Vilnius,25.35268,54.6446,Ukrainiečių g. 18,110
291868,3436,Daugirdų g.,10,Paneriai,Vilnius,25.12315,54.61315,Daugirdų g. 10,0
22383,544,Tilžės g.,76,Pilaitė,Vilnius,25.17853,54.71699,Tilžės g. 76,116
111684,2960,Edinburgo g.,37C,Pašilaičiai,Vilnius,25.2129,54.74326,Edinburgo g. 37C,163
22260,416,Pieninės g.,1,Žvėrynas,Vilnius,25.256,54.70239,Pieninės g. 1,481
32093,978,Vandenio g.,10A,Fabijoniškės,Vilnius,25.23662,54.75515,Vandenio g. 10A,109
22237,392,Pamėnkalnio g.,1A,Naujamiestis,Vilnius,25.27702,54.68531,Pamėnkalnio g. 1A,856
21968,112,Eigulių g.,7A,Vilkpėdė,Vilnius,25.23372,54.67356,Eigulių g. 7A,203
51040,1930,Mykolo Lietuvio g.,30,Fabijoniškės,Vilnius,25.22681,54.74842,Mykolo Lietuvio g. 30,150
105652,2928,Veisiejų g.,11,Paneriai,Vilnius,25.07635,54.60306,Veisiejų g. 11,12
22017,163,Gvazdikų g.,98A,Antakalnis,Vilnius,25.37632,54.7519,Gvazdikų g. 98A,274
219566,3055,Baskų g.,15E,Naujoji Vilnia,Vilnius,25.35757,54.65001,Baskų g. 15E,95
267413,3290,Dirkliškių g.,16A,Paneriai,Vilnius,25.09279,54.64989,Dirkliškių g. 16A,75
49216,1990,Juodvarnių g.,23,Antakalnis,Vilnius,25.38247,54.72313,Juodvarnių g. 23,82
21983,127,Gaigalų g.,8A,Antakalnis,Vilnius,25.33639,54.73941,Gaigalų g. 8A,13
265564,3268,Notangos g.,4A,Pilaitė,Vilnius,25.15348,54.72656,Notangos g. 4A,81
49158,1624,Rudausių Sodų 1-oji g.,14,Antakalnis,Vilnius,25.37033,54.76116,Rudausių Sodų 1-oji g. 14,15
53314,2248,Pupojų Sodų 7-oji g.,39,Antakalnis,Vilnius,25.37251,54.7147,Pupojų Sodų 7-oji g. 39,20
213215,3040,Antano Mikėno g.,55,Naujininkai,Vilnius,25.288,54.6124,Antano Mikėno g. 55,19
22442,607,Verkių g.,42A,Žirmūnai,Vilnius,25.29341,54.71474,Verkių g. 42A,2440
53800,2491,Kelmijos Sodų 81-oji g.,2A,Naujininkai,Vilnius,25.26754,54.60458,Kelmijos Sodų 81-oji g. 2A,40
22483,651,Šeimyniškių g.,19C,Žirmūnai,Vilnius,25.28938,54.69426,Šeimyniškių g. 19C,1341
300462,3478,Rapolo Jakimavičiaus g.,121,Paneriai,Vilnius,25.08978,54.63872,Rapolo Jakimavičiaus g. 121,0
22029,175,J. Bielinio g.,21,Naujininkai,Vilnius,25.29435,54.66051,J. Bielinio g. 21,61
220367,3062,Kaimynų g.,199,Paneriai,Vilnius,25.08986,54.64273,Kaimynų g. 199,148
273213,3352,Rykantų g.,21,Paneriai,Vilnius,25.0958,54.64927,Rykantų g. 21,27
49932,1662,Pakalnio g.,10A,Verkiai,Vilnius,25.25318,54.7467,Pakalnio g. 10A,27
59710,2571,Svirno g.,25,Rasos,Vilnius,25.30974,54.61836,Svirno g. 25,51
28028,807,Petro Baublio g.,17,Verkiai,Vilnius,25.28583,54.75371,Petro Baublio g. 17,90
50262,1751,Katiliškių g.,102D,Rasos,Vilnius,25.31858,54.60798,Katiliškių g. 102D,53
24279,728,P. Lukšio g.,6,Žirmūnai,Vilnius,25.29014,54.71267,P. Lukšio g. 6,0
274161,3358,Vytauto Pociūno g.,3,Pilaitė,Vilnius,25.2045,54.70337,Vytauto Pociūno g. 3,0
21966,110,Džiaugsmo g.,125,Naujoji Vilnia,Vilnius,25.39974,54.67776,Džiaugsmo g. 125,437
109347,2949,Pukuvero g.,38A,Verkiai,Vilnius,25.29002,54.78235,Pukuvero g. 38A,0
72532,2819,Kazio Bizausko g.,2,Naujoji Vilnia,Vilnius,25.39837,54.67743,Kazio Bizausko g. 2,313
81140,2849,Prano Dovydaičio g.,1,Naujoji Vilnia,Vilnius,25.40085,54.67789,Prano Dovydaičio g. 1,48
50616,1851,Bališkių g.,23B,Paneriai,Vilnius,25.09954,54.64522,Bališkių g. 23B,51
359923,0,Bronislavos Šėmytės-Biržiškienės g.,4,Paneriai,Vilnius,25.10686,54.62457,Bronislavos Šėmytės-Biržiškienės g. 4,10738
22269,427,Polocko g.,9C,Senamiestis,Vilnius,25.30295,54.68129,Polocko g. 9C,1388
296066,3454,Ulėnų g.,55,Naujoji Vilnia,Vilnius,25.37335,54.65492,Ulėnų g. 55,3
22117,266,Liongino Baliukevičiaus-Dzūko g.,50A,Fabijoniškės,Vilnius,25.24679,54.73488,Liongino Baliukevičiaus-Dzūko g. 50A,3630
21940,84,Dailidžių g.,14A,Rasos,Vilnius,25.31523,54.68729,Dailidžių g. 14A,200
32113,988,Grūšiakalnio g.,104,Verkiai,Vilnius,25.37186,54.77906,Grūšiakalnio g. 104,129
21992,136,A. Kojelavičiaus g.,150B,Naujoji Vilnia,Vilnius,25.39866,54.69536,A. Kojelavičiaus g. 150B,1174
22272,430,Pramonės g.,141F,Naujoji Vilnia,Vilnius,25.44215,54.69455,Pramonės g. 141F,606
21962,106,Dvarčionių g.,1B,Antakalnis,Vilnius,25.37434,54.72808,Dvarčionių g. 1B,91
81132,2845,Pečiukų g.,11,Antakalnis,Vilnius,25.37607,54.78226,Pečiukų g. 11,17
22487,655,Šešuolių g.,1B,Viršuliškės,Vilnius,25.21442,54.70565,Šešuolių g. 1B,767
22245,400,Pasakų g.,17B,Antakalnis,Vilnius,25.33299,54.73369,Pasakų g. 17B,44
26650,2071,Eduardo Andrė g.,52,Paneriai,Vilnius,25.09829,54.63008,Eduardo Andrė g. 52,57
28261,827,Kaukysos g.,20,Rasos,Vilnius,25.31883,54.67767,Kaukysos g. 20,801
22136,286,Liepkalnio g.,288,Rasos,Vilnius,25.31548,54.60556,Liepkalnio g. 288,1309
22106,255,Krivūlės g.,8,Senamiestis,Vilnius,25.30558,54.67769,Krivūlės g. 8,153
22217,372,Nugalėtojų g.,14J,Antakalnis,Vilnius,25.33899,54.73264,Nugalėtojų g. 14J,539
49138,1989,Dvariškių g.,20,Verkiai,Vilnius,25.28405,54.79077,Dvariškių g. 20,138
241461,3153,Skalvos g.,15,Verkiai,Vilnius,25.28236,54.79106,Skalvos g. 15,123
22134,284,Lentvario g.,88,Paneriai,Vilnius,25.10295,54.64709,Lentvario g. 88,92
22441,606,Verbų skg.,32,Naujoji Vilnia,Vilnius,25.44386,54.69406,Verbų skg. 32,530
22020,166,Herkaus Manto g.,8A,Šnipiškės,Vilnius,25.28497,54.70154,Herkaus Manto g. 8A,18
21943,87,Darbininkų g.,39,Naujininkai,Vilnius,25.26986,54.65778,Darbininkų g. 39,701
22463,630,Vykinto g.,18A,Žvėrynas,Vilnius,25.25027,54.68893,Vykinto g. 18A,241
61886,2,Spyglių g.,2,Grigiškės,Vilnius,25.11178,54.66835,Spyglių g. 2,431
210872,3030,Pakupečių g.,33,Naujininkai,Vilnius,25.29982,54.6168,Pakupečių g. 33,0
22235,390,Palydovo g.,2A,Naujoji Vilnia,Vilnius,25.4096,54.69609,Palydovo g. 2A,209
21875,14,Akacijų g.,25B,Naujoji Vilnia,Vilnius,25.4094,54.69664,Akacijų g. 25B,108
278862,3378,Hetitų g.,35A,Naujoji Vilnia,Vilnius,25.36549,54.65281,Hetitų g. 35A,68
50804,1111,J. Tiškevičiaus g.,105A,Paneriai,Vilnius,25.13361,54.60634,J. Tiškevičiaus g. 105A,591
22456,623,Vismaliukų g.,34G,Antakalnis,Vilnius,25.41445,54.75479,Vismaliukų g. 34G K29,187
24284,734,Tremtinių g.,16A,Naujoji Vilnia,Vilnius,25.41321,54.69417,Tremtinių g. 16A,41
48884,1599,Obelų g.,17,Verkiai,Vilnius,25.28289,54.73537,Obelų g. 17,27
265476,3269,Kulmo g.,2A,Pilaitė,Vilnius,25.15293,54.72605,Kulmo g. 2A,105
22112,261,Kurapkų g.,11A,Naujoji Vilnia,Vilnius,25.44714,54.68562,Kurapkų g. 11A,79
244310,3168,Vaišelgos g.,48A,Verkiai,Vilnius,25.29127,54.77875,Vaišelgos g. 48A,80
30523,2023,Alksnyno g.,30,Paneriai,Vilnius,25.17834,54.57338,Alksnyno g. 30,11
48728,1975,Guobų g.,200,Paneriai,Vilnius,25.1151,54.58281,Guobų g. 200,11
21999,143,Geologų g.,2B,Naujininkai,Vilnius,25.2733,54.63646,Geologų g. 2B,27
67416,2771,Stasio Šilingo g.,84,Naujoji Vilnia,Vilnius,25.39529,54.6738,Stasio Šilingo g. 84,327
22198,351,Molėtų pl.,5,Verkiai,Vilnius,25.2736,54.75631,Molėtų pl. 5,68
22056,203,Justiniškių g.,119E,Justiniškės,Vilnius,25.22206,54.72312,Justiniškių g. 119E,6464
228060,3082,Vincento Gorskio g.,39,Pašilaičiai,Vilnius,25.20069,54.75571,Vincento Gorskio g. 39,120
100250,2908,Smėlynės Sodų 5-oji g.,13A,Antakalnis,Vilnius,25.35998,54.76005,Smėlynės Sodų 5-oji g. 13A,24
24690,521,Afindevičių g. (Grigiškės),8B,Grigiškės,Grigiškės,25.09758,54.66576,Afindevičių g. 8B,457
350274,3693,Fazanų g.,12A,Paneriai,Vilnius,25.18042,54.5746,Fazanų g. 12A,6
59138,2564,Eišiškių Sodų 16-oji g.,1A,Naujininkai,Vilnius,25.25389,54.62477,Eišiškių Sodų 16-oji g. 1A,80
22521,691,Žilvičių g.,38C,Naujoji Vilnia,Vilnius,25.36284,54.67142,Žilvičių g. 38C,199
66987,2725,Viršupio Sodų g.,4C,Antakalnis,Vilnius,25.36857,54.71546,Viršupio Sodų g. 4C,45
53772,2477,Kelmijos Sodų 67-oji g.,1A,Naujininkai,Vilnius,25.26071,54.59528,Kelmijos Sodų 67-oji g. 1A,30
48790,1926,Mūrinės Vokės g.,41A,Paneriai,Vilnius,25.11292,54.6518,Mūrinės Vokės g. 41A,106
85947,2871,Dargužių g.,2A,Pilaitė,Vilnius,25.15763,54.71961,Dargužių g. 2A,34
21985,129,Gandrų g.,3C,Naujoji Vilnia,Vilnius,25.41483,54.69582,Gandrų g. 3C,137
267311,3272,Kaributo g.,50B,Verkiai,Vilnius,25.29932,54.78427,Kaributo g. 50B,18
22179,331,Medininkų g.,20,Rasos,Vilnius,25.31467,54.67598,Medininkų g. 20,51
69157,2789,Kuro g.,7,Paneriai,Vilnius,25.14436,54.66371,Kuro g. 7,0
95650,2891,Paneriškių g.,25,Paneriai,Vilnius,25.15167,54.66615,Paneriškių g. 25,0
295863,3451,Meduvio g.,3F,Paneriai,Vilnius,25.14581,54.59574,Meduvio g. 3F,13
109318,2936,Gariūnų aklg.,34,Paneriai,Vilnius,25.16958,54.65865,Gariūnų aklg. 34,34
262185,3228,Narimanto g.,63,Verkiai,Vilnius,25.28491,54.78577,Narimanto g. 63,81
30522,2015,Kopūstėlių g.,17A,Paneriai,Vilnius,25.17112,54.57641,Kopūstėlių g. 17A,77
267265,3280,Lengvenio g.,10A,Verkiai,Vilnius,25.28566,54.78568,Lengvenio g. 10A,8
52992,2144,Drevininkų g.,100A,Paneriai,Vilnius,25.17028,54.58658,Drevininkų g. 100A,189
244416,3159,Girdavos g.,34A,Pilaitė,Vilnius,25.15617,54.72577,Girdavos g. 34A,128
22042,189,A. Vivulskio g.,4B,Naujamiestis,Vilnius,25.27146,54.67958,A. Vivulskio g. 4B,1554
49132,1646,Europos Parko g.,13,Verkiai,Vilnius,25.35191,54.80442,Europos Parko g. 13,238
29990,2017,Jaunystės g.,119A,Paneriai,Vilnius,25.16911,54.58745,Jaunystės g. 119A,289
21865,4,A. Mickevičiaus g.,13B,Žvėrynas,Vilnius,25.25279,54.6905,A. Mickevičiaus g. 13B,724
53596,2389,Šiaurės Sodų 6-oji g.,2D,Naujoji Vilnia,Vilnius,25.40288,54.70472,Šiaurės Sodų 6-oji g. 2D,39
22386,547,Tolminkiemio g.,27,Pilaitė,Vilnius,25.1795,54.71124,Tolminkiemio g. 27,2247
21885,24,Antavilių g.,17A,Antakalnis,Vilnius,25.39649,54.7918,Antavilių g. 17A,471
22336,495,Skersinės g.,46,Verkiai,Vilnius,25.26243,54.76556,Skersinės g. 46,230
22075,223,Karaliaučiaus g.,33A,Pilaitė,Vilnius,25.17678,54.7157,Karaliaučiaus g. 33A,3412
53408,2295,Vinciūniškių Sodų 15-oji g.,17,Antakalnis,Vilnius,25.40278,54.76018,Vinciūniškių Sodų 15-oji g. 17,26
51092,532,Slankų g. (Grigiškės),2B,Grigiškės,Grigiškės,25.08381,54.66609,Slankų g. 2B,1
22187,339,Mickūnų g.,45A,Naujoji Vilnia,Vilnius,25.4612,54.69003,Mickūnų g. 45A,42
291865,3446,Pagairės g.,8C,Paneriai,Vilnius,25.17612,54.57292,Pagairės g. 8C,9
22077,225,Kareivių g.,5D,Žirmūnai,Vilnius,25.29124,54.71454,Kareivių g. 5D,893
53162,2171,Gvazdikų Sodų 10-oji g.,82A,Antakalnis,Vilnius,25.38235,54.74622,Gvazdikų Sodų 10-oji g. 82A,20
303526,3496,Palemono g.,66,Verkiai,Vilnius,25.28103,54.78916,Palemono g. 66,0
350372,3694,Putpelių g.,20,Paneriai,Vilnius,25.17973,54.57533,Putpelių g. 20,3
262180,3225,Obeliškių g.,8,Pilaitė,Vilnius,25.1286,54.70392,Obeliškių g. 8,3
28272,838,Ožkinių g.,79F,Verkiai,Vilnius,25.3696,54.76804,Ožkinių g. 79F,294
31876,950,Gerviškių g.,34,Naujoji Vilnia,Vilnius,25.42986,54.67787,Gerviškių g. 34,60
273215,3348,Paluknio g.,13,Paneriai,Vilnius,25.1008,54.64906,Paluknio g. 13,109
22331,490,Siesikų g.,15F,Šeškinė,Vilnius,25.24956,54.70881,Siesikų g. 15F,381
22309,468,Ribiškių tak.,35B,Rasos,Vilnius,25.31374,54.65804,Ribiškių tak. 35B,132
377928,3748,Draugų g.,11,Antakalnis,Vilnius,25.36626,54.71295,Draugų g. 11,9
49968,1680,Balsių Sodų 7-oji g.,2A,Verkiai,Vilnius,25.34898,54.78918,Balsių Sodų 7-oji g. 2A,68
22335,494,Skardžio g.,6A,Naujoji Vilnia,Vilnius,25.39317,54.69433,Skardžio g. 6A,79
49990,1691,Juodkrantės g.,4,Pilaitė,Vilnius,25.17839,54.71135,Juodkrantės g. 4,178
22167,319,M. Mažvydo g.,26,Pilaitė,Vilnius,25.177,54.71142,M. Mažvydo g. 26,2337
219812,3066,Cintų g.,35,Pilaitė,Vilnius,25.15012,54.69864,Cintų g. 35,6
22362,522,Subačiaus g.,79B,Rasos,Vilnius,25.31036,54.67586,Subačiaus g. 79B,3065
26655,2830,Liepų al.,100,Paneriai,Vilnius,25.07741,54.63528,Liepų al. 100,147
22238,393,Panerių g.,12B,Naujamiestis,Vilnius,25.27595,54.67008,Panerių g. 12B,455
230411,3094,Rėvos g.,2A,Paneriai,Vilnius,25.17632,54.59718,Rėvos g. 2A,5
49104,1620,M. Pretorijaus g.,34,Pilaitė,Vilnius,25.16649,54.70293,M. Pretorijaus g. 34,295
21934,78,Bukčių g.,56B,Lazdynai,Vilnius,25.19849,54.6561,Bukčių g. 56B,790
61804,2694,Eišiškių Sodų 18-oji g.,6,Naujininkai,Vilnius,25.25449,54.62246,Eišiškių Sodų 18-oji g. 6,54
22039,185,Traidenio g.,7A,Žvėrynas,Vilnius,25.25448,54.69137,Traidenio g. 7A,261
21970,114,Eišiškių pl.,76,Naujininkai,Vilnius,25.24256,54.61952,Eišiškių pl. 76,2927
210317,2990,Sembos g.,16,Pilaitė,Vilnius,25.15739,54.71913,Sembos g. 16,69
55068,2529,Medkirčių g.,6A,Paneriai,Vilnius,25.15607,54.59195,Medkirčių g. 6A,47
24700,747,Balsių g.,98,Verkiai,Vilnius,25.35825,54.77558,Balsių g. 98,241
53144,2162,Gvazdikų Sodų 1-oji g.,85A,Antakalnis,Vilnius,25.37344,54.75465,Gvazdikų Sodų 1-oji g. 85A,102
52060,2124,Žiūrų g.,28A,Naujininkai,Vilnius,25.23314,54.62922,Žiūrų g. 28A,69
269922,3309,Aukštučių g.,9,Pilaitė,Vilnius,25.12341,54.70543,Aukštučių g. 9,3
22421,585,Vaduvos g.,12E,Vilkpėdė,Vilnius,25.20726,54.63846,Vaduvos g. 12E,2541
22345,505,Smolensko g.,9A,Naujamiestis,Vilnius,25.26143,54.66967,Smolensko g. 9A,2637
50598,1842,Laiškiškių g.,10,Fabijoniškės,Vilnius,25.22825,54.74563,Laiškiškių g. 10,18
21988,132,Gariūnų g.,57A,Paneriai,Vilnius,25.15885,54.65754,Gariūnų g. 57A,4
21919,62,Birutės g.,42A,Žvėrynas,Vilnius,25.24391,54.69355,Birutės g. 42A,469
219563,3059,Galindų g.,52,Naujoji Vilnia,Vilnius,25.36229,54.65192,Galindų g. 52,2
22524,694,Žirmūnų g.,135A,Žirmūnai,Vilnius,25.29587,54.72767,Žirmūnų g. 135A,15503
303712,3490,Azerų g.,66A,Naujoji Vilnia,Vilnius,25.36019,54.65159,Azerų g. 66A,202
244513,3164,Svylos g.,30,Rasos,Vilnius,25.30945,54.64934,Svylos g. 30,0
246772,3186,Užubalių g.,50A,Pašilaičiai,Vilnius,25.19583,54.74541,Užubalių g. 50A,143
48329,2045,Gegliškių g.,40,Pašilaičiai,Vilnius,25.17602,54.74707,Gegliškių g. 40,80
22294,453,Riovonių g.,28G,Vilkpėdė,Vilnius,25.23831,54.65162,Riovonių g. 28G,601
61728,2656,Vėtrungių g.,18A,Fabijoniškės,Vilnius,25.2308,54.73882,Vėtrungių g. 18A,7011
22068,216,Kalvarijų g.,53,Šnipiškės,Vilnius,25.28257,54.69838,Kalvarijų g. 53,9423
111680,2959,Rantavos g.,24,Pilaitė,Vilnius,25.14881,54.6991,Rantavos g. 24,17
50636,1861,Naujanerių Sodų 1-oji g.,31B,Verkiai,Vilnius,25.35001,54.80572,Naujanerių Sodų 1-oji g. 31B,63
22141,291,Linkmenų g.,30A,Šnipiškės,Vilnius,25.27146,54.70855,Linkmenų g. 30A,2213
22154,304,Lvivo g.,21,Šnipiškės,Vilnius,25.28041,54.69669,Lvivo g. 21,857
22048,195,Jankiškių g.,16G,Vilkpėdė,Vilnius,25.19488,54.64976,Jankiškių g. 16G,89
32117,990,Apso g.,11,Naujininkai,Vilnius,25.24799,54.61267,Apso g. 11,26
21931,75,Lietaus g.,46,Lazdynai,Vilnius,25.18485,54.66503,Lietaus g. 46,540
207390,2985,Juozapo Strumilos g.,15,Naujininkai,Vilnius,25.24487,54.60997,Juozapo Strumilos g. 15,64
22320,479,Salininkų g.,235,Naujininkai,Vilnius,25.24071,54.6104,Salininkų g. 235,360
48732,2013,Naujasodžio g.,115,Paneriai,Vilnius,25.1543,54.61106,Naujasodžio g. 115,260
24721,770,Meistrų g.,13D,Naujininkai,Vilnius,25.2588,54.63142,Meistrų g. 13D,71
22231,386,Pakalnės g.,7E,Naujamiestis,Vilnius,25.26385,54.68743,Pakalnės g. 7E,167
49912,1652,Lukno g.,21,Verkiai,Vilnius,25.25834,54.74662,Lukno g. 21,62
22092,241,Kirtimų g.,47E,Paneriai,Vilnius,25.14965,54.62053,Kirtimų g. 47E,76
269767,3295,Jono Kuprionio g.,30,Paneriai,Vilnius,25.1606,54.59266,Jono Kuprionio g. 30,2
263173,3233,Katalonų g.,31C,Naujoji Vilnia,Vilnius,25.36365,54.64504,Katalonų g. 31C,5
22513,682,Želvos g.,3,Šeškinė,Vilnius,25.25608,54.70381,Želvos g. 3,1335
28270,836,Moliakalnio g.,32A,Antakalnis,Vilnius,25.36805,54.72633,Moliakalnio g. 32A,238
22290,449,Ratnyčios g.,38B,Šnipiškės,Vilnius,25.27954,54.70826,Ratnyčios g. 38B,344
22327,486,Saulėtekio al.,52A,Antakalnis,Vilnius,25.34643,54.72209,Saulėtekio al. 52A,1256
22247,402,Pavasario g.,20A,Antakalnis,Vilnius,25.30933,54.69318,Pavasario g. 20A,214
22328,487,Savanorių pr.,247,Paneriai,Vilnius,25.14495,54.65562,Savanorių pr. 247,6521
22452,619,Viršuliškių g.,34A,Viršuliškės,Vilnius,25.22345,54.70826,Viršuliškių g. 34A,7896
60646,2626,Juliškių g.,31A,Paneriai,Vilnius,25.16191,54.58726,Juliškių g. 31A,5
60644,2625,Adolfo Jucio g.,20,Paneriai,Vilnius,25.17139,54.58371,Adolfo Jucio g. 20,59
21996,140,Gelvadiškių g.,1A,Antakalnis,Vilnius,25.35296,54.75101,Gelvadiškių g. 1A,118
22175,327,Markučių g.,31C,Rasos,Vilnius,25.31035,54.67375,Markučių g. 31C,236
22190,343,Mindaugo g.,23D,Naujamiestis,Vilnius,25.27352,54.67358,Mindaugo g. 23D,1902
269818,3291,Melkio g.,5A,Verkiai,Vilnius,25.27787,54.78308,Melkio g. 5A,0
273216,3350,Grendavės g.,49A,Paneriai,Vilnius,25.10146,54.6525,Grendavės g. 49A,238
49702,1645,Pakluonės g.,31,Pilaitė,Vilnius,25.14092,54.71005,Pakluonės g. 31,68
30521,2024,Atokaitos g.,65,Paneriai,Vilnius,25.17781,54.56943,Atokaitos g. 65,42
28025,800,Bajorų kel.,29T,Verkiai,Vilnius,25.25765,54.75752,Bajorų kel. 29T,2010
22262,418,Pilies g.,27,Senamiestis,Vilnius,25.28807,54.68156,Pilies g. 27,367
22323,482,Santariškių g.,104,Verkiai,Vilnius,25.28401,54.77902,Santariškių g. 104,2288
31878,952,Grigaičių g.,35,Naujoji Vilnia,Vilnius,25.41594,54.67914,Grigaičių g. 35,49
48710,2090,Vaidotų g.,10B,Paneriai,Vilnius,25.15961,54.59918,Vaidotų g. 10B,74
22404,567,Ukmergės g.,328A,Pašilaičiai,Vilnius,25.22115,54.74281,Ukmergės g. 328A,5984
22292,451,Raugyklos g.,9A,Senamiestis,Vilnius,25.2814,54.67523,Raugyklos g. 9A,353
49218,1991,Pupų g.,15B,Antakalnis,Vilnius,25.39146,54.71593,Pupų g. 15B,51
53782,2482,Kelmijos Sodų 72-oji g.,37,Naujininkai,Vilnius,25.26576,54.59308,Kelmijos Sodų 72-oji g. 37,35
273412,3345,Manufaktūrų g.,24,Rasos,Vilnius,25.31952,54.67771,Manufaktūrų g. 24,1379
109310,2933,Kiškeliškių g.,31A,Antakalnis,Vilnius,25.40803,54.77512,Kiškeliškių g. 31A,40
48804,2095,Kriaučiūnų g.,41A,Pilaitė,Vilnius,25.13109,54.70197,Kriaučiūnų g. 41A,405
67453,2787,Senasis Gardino pl.,14C,Paneriai,Vilnius,25.14078,54.6161,Senasis Gardino pl. 14C,25
61730,2657,Mozūriškių g.,80,Justiniškės,Vilnius,25.20361,54.71157,Mozūriškių g. 80,634
22083,232,Kazbėjų g.,3B,Paneriai,Vilnius,25.13828,54.61763,Kazbėjų g. 3B,198
300613,3482,Strėvos g.,65,Naujininkai,Vilnius,25.22531,54.63056,Strėvos g. 65,12
22394,556,Tulpių g.,4A,Naujoji Vilnia,Vilnius,25.42323,54.69781,Tulpių g. 4A,18
22338,497,Skudučių g.,6A,Rasos,Vilnius,25.3072,54.67207,Skudučių g. 6A,32
22246,401,Paupio g.,60,Senamiestis,Vilnius,25.31091,54.67925,Paupio g. 60,714
216162,3067,Vikingų g.,5A,Naujininkai,Vilnius,25.27975,54.64887,Vikingų g. 5A,0
21933,77,Rūko g.,8A,Lazdynai,Vilnius,25.19412,54.66093,Rūko g. 8A,142
263876,3245,Toluvos g.,16,Verkiai,Vilnius,25.28432,54.79522,Toluvos g. 16,51
76632,2834,Rakonių g.,76,Naujoji Vilnia,Vilnius,25.34929,54.66519,Rakonių g. 76,92
22125,274,Lapų g.,6A,Senamiestis,Vilnius,25.2913,54.67322,Lapų g. 6A,98
49220,1992,Barsukynės g.,48C,Antakalnis,Vilnius,25.40751,54.71823,Barsukynės g. 48C,82
344281,3672,Jurbarko g.,17,Naujininkai,Vilnius,25.22294,54.61616,Jurbarko g. 17,10
22306,465,Rugių g.,1A,Verkiai,Vilnius,25.27549,54.74119,Rugių g. 1A,1365
85973,2884,Centrinė g.,5C,Antakalnis,Vilnius,25.41137,54.71405,Centrinė g. 5C,21
22266,423,Plytinės g.,49,Antakalnis,Vilnius,25.38061,54.73216,Plytinės g. 49,328
320365,3574,Baraškų g.,35,Naujininkai,Vilnius,25.30287,54.59862,Baraškų g. 35,46
21884,23,Antakalnio g.,8D,Antakalnis,Vilnius,25.3054,54.69544,Antakalnio g. 8D,4347
49696,1642,Pagubės g.,23A,Verkiai,Vilnius,25.31982,54.80617,Pagubės g. 23A,87
22526,696,Žolyno g.,31D,Antakalnis,Vilnius,25.32852,54.7072,Žolyno g. 31D,1077
24555,520,Šviesos g. (Grigiškės),26,Grigiškės,Grigiškės,25.09622,54.66599,Šviesos g. 26,2843
273319,3356,Jokūbo Šimkevičiaus g.,34,Paneriai,Vilnius,25.11745,54.64555,Jokūbo Šimkevičiaus g. 34,87
53546,2364,Gurių Sodų 11-oji g.,64,Naujoji Vilnia,Vilnius,25.3471,54.65548,Gurių Sodų 11-oji g. 64,88
28034,803,Gurių g.,27A,Naujoji Vilnia,Vilnius,25.33552,54.65692,Gurių g. 27A,552
53150,2165,Gvazdikų Sodų 4-oji g.,9A,Antakalnis,Vilnius,25.37683,54.7529,Gvazdikų Sodų 4-oji g. 9A,27
22501,670,Šv. Stepono g.,34A,Senamiestis,Vilnius,25.27978,54.67115,Šv. Stepono g. 34A,1910
31896,971,Tvenkinių g.,25,Pilaitė,Vilnius,25.19837,54.70944,Tvenkinių g. 25,24
22444,609,Versmių g.,73A,Naujoji Vilnia,Vilnius,25.3746,54.66675,Versmių g. 73A,347
28274,840,Parodų g.,11,Lazdynai,Vilnius,25.22643,54.68045,Parodų g. 11,3
51614,1964,Juodupio g.,2K,Naujoji Vilnia,Vilnius,25.33533,54.65584,Juodupio g. 2K,254
48792,1994,Gurelių g.,15,Paneriai,Vilnius,25.10759,54.64151,Gurelių g. 15,223
24275,725,V. A. Graičiūno g.,25,Paneriai,Vilnius,25.14954,54.61528,V. A. Graičiūno g. 25,632
50356,1798,Sakalaičių Sodų 9-oji g.,7A,Naujininkai,Vilnius,25.2627,54.61388,Sakalaičių Sodų 9-oji g. 7A,78
22486,654,Šešėlių g.,21D,Paneriai,Vilnius,25.12833,54.63646,Šešėlių g. 21D,204
22223,378,Povilo Snarskio g.,23A,Antakalnis,Vilnius,25.41926,54.73152,Povilo Snarskio g. 23A,25
210887,3029,Kuzmiškių g.,45,Naujininkai,Vilnius,25.2904,54.61361,Kuzmiškių g. 45,11
279161,3363,Lucko g.,39,Fabijoniškės,Vilnius,25.22051,54.75374,Lucko g. 39,0
61888,3,Tilvikų g.,12,Grigiškės,Vilnius,25.11634,54.6703,Tilvikų g. 12,811
22413,576,Užusienio g.,57A,Naujininkai,Vilnius,25.23349,54.63317,Užusienio g. 57A,382
59116,2553,Antavilių Sodų 3-ioji g.,24,Antakalnis,Vilnius,25.40432,54.79806,Antavilių Sodų 3-ioji g. 24,24
66993,2728,Juliaus Janonio g.,69C,Paneriai,Vilnius,25.10956,54.64269,Juliaus Janonio g. 69C,198
238669,3117,Lukšinės g.,28A,Naujoji Vilnia,Vilnius,25.35328,54.65374,Lukšinės g. 28A,63
