gatId,gatIdGr,street,houseNo,eldership,place,longitude,latitude,fullAddress,people on street
267312,3273,Medvėgalio g.,7,Antakalnis,Vilnius,25.38516,54.70935,Medvėgalio g. 7,36
85832,2857,Kairėnės Sodų 1-oji g.,31,Antakalnis,Vilnius,25.38481,54.74082,Kairėnės Sodų 1-oji g. 31,27
53748,2465,Kelmijos Sodų 55-oji g.,23,Naujininkai,Vilnius,25.25555,54.59227,Kelmijos Sodų 55-oji g. 23,39
49908,1650,Olimpiečių g.,3E,Žirmūnai,Vilnius,25.29366,54.69178,Olimpiečių g. 3E,308
265470,3264,Pūstalaukio g.,18,Pašilaičiai,Vilnius,25.19846,54.74639,Pūstalaukio g. 18,31
49196,2000,Kryžiokų Sodų 3-ioji g.,34,Verkiai,Vilnius,25.35967,54.79194,Kryžiokų Sodų 3-ioji g. 34,62
22532,704,Žygimantų g.,9,Senamiestis,Vilnius,25.28366,54.69022,Žygimantų g. 9,124
22536,661,Šiltadaržio g.,2A,Senamiestis,Vilnius,25.29203,54.68481,Šiltadaržio g. 2A,90
66991,2727,Barčių g.,85,Naujininkai,Vilnius,25.25877,54.59393,Barčių g. 85,68
269572,3315,Julijono Steponavičiaus g.,46,Verkiai,Vilnius,25.31894,54.80813,Julijono Steponavičiaus g. 46,0
49214,2009,Kryžiokų Sodų 12-oji g.,162,Verkiai,Vilnius,25.36835,54.7809,Kryžiokų Sodų 12-oji g. 162,167
22273,431,Pranciškonų g.,4,Senamiestis,Vilnius,25.28165,54.67916,Pranciškonų g. 4,89
100248,2907,Smėlynės Sodų 4-oji g.,30,Antakalnis,Vilnius,25.36426,54.75893,Smėlynės Sodų 4-oji g. 30,39
53706,2444,Kelmijos Sodų 34-oji g.,62,Naujininkai,Vilnius,25.25426,54.59249,Kelmijos Sodų 34-oji g. 62,43
263967,3253,Mortos g.,12,Naujamiestis,Vilnius,25.27008,54.67627,Mortos g. 12,0
60632,2619,Ožiakalnio g.,16,Paneriai,Vilnius,25.09646,54.64639,Ožiakalnio g. 16,3
263965,3252,Drebulyno g.,47,Paneriai,Vilnius,25.08724,54.62158,Drebulyno g. 47,0
272920,3294,Notiškių g.,14,Fabijoniškės,Vilnius,25.23213,54.74675,Notiškių g. 14,48
26649,2070,Žalioji a.,15,Paneriai,Vilnius,25.10414,54.63016,Žalioji a. 15,67
244317,3175,Oreivių g.,32,Naujininkai,Vilnius,25.27685,54.64704,Oreivių g. 32,2
263875,3246,Mėguvos g.,10,Verkiai,Vilnius,25.28301,54.79461,Mėguvos g. 10,22
53584,2383,Pavilnio Sodų 12-oji g.,18,Naujoji Vilnia,Vilnius,25.35466,54.66173,Pavilnio Sodų 12-oji g. 18,25
262182,3227,Kirnio g.,8,Verkiai,Vilnius,25.34219,54.77669,Kirnio g. 8,29
49918,1655,Germanto g.,4,Verkiai,Vilnius,25.25794,54.74847,Germanto g. 4,61
22397,559,Turgelių g.,8A,Rasos,Vilnius,25.29406,54.67118,Turgelių g. 8A,46
263873,3244,Keklio g.,3,Verkiai,Vilnius,25.28677,54.79542,Keklio g. 3,49
22453,620,Viršuliškių skg.,10,Viršuliškės,Vilnius,25.21501,54.7021,Viršuliškių skg. 10,102
235063,3112,Augustų g.,21,Pašilaičiai,Vilnius,25.19405,54.73975,Augustų g. 21,64
105654,2929,Ievos Labutytės g.,57,Pilaitė,Vilnius,25.15973,54.71763,Ievos Labutytės g. 57,94
53134,2157,Gelvadiškių Sodų 6-oji g.,69,Antakalnis,Vilnius,25.36262,54.75879,Gelvadiškių Sodų 6-oji g. 69,16
50582,1834,Duonos Kalno g.,16,Fabijoniškės,Vilnius,25.23168,54.74727,Duonos Kalno g. 16,11
50694,1890,Pagubės Sodų 23-ioji g.,23,Verkiai,Vilnius,25.31852,54.81191,Pagubės Sodų 23-ioji g. 23,11
24262,715,K. Čibiro g.,40,Naujoji Vilnia,Vilnius,25.42582,54.70509,K. Čibiro g. 40,38
263236,3237,Žaizdrių g.,20,Paneriai,Vilnius,25.08167,54.64616,Žaizdrių g. 20,34
22528,699,Loretos Asanavičiūtės g.,1F,Karoliniškės,Vilnius,25.19623,54.68088,Loretos Asanavičiūtės g. 1F,3031
241463,3149,Sūduvos g.,12,Verkiai,Vilnius,25.2802,54.79151,Sūduvos g. 12,135
51602,1958,Juodelių g.,23,Pašilaičiai,Vilnius,25.19608,54.75158,Juodelių g. 23,43
24694,741,Aitvarų g.,16A,Verkiai,Vilnius,25.35987,54.78191,Aitvarų g. 16A,161
67034,2746,Ivaniškių Sodų 2-oji g.,13,Naujoji Vilnia,Vilnius,25.45742,54.70584,Ivaniškių Sodų 2-oji g. 13,21
246816,3192,Adelės Dirsytės g.,16,Naujininkai,Vilnius,25.2255,54.62372,Adelės Dirsytės g. 16,0
111678,2956,Ylavos g.,2,Pilaitė,Vilnius,25.14595,54.70304,Ylavos g. 2,32
21976,120,V. Šopeno g.,3,Senamiestis,Vilnius,25.28138,54.67233,V. Šopeno g. 3,299
230464,3088,Gintaro Žagunio g.,16,Naujininkai,Vilnius,25.22556,54.62442,Gintaro Žagunio g. 16,0
230462,3086,Stanislovo Orlavičiaus g.,22,Naujininkai,Vilnius,25.22383,54.62559,Stanislovo Orlavičiaus g. 22,0
53842,2512,Viršupio Sodų 14-oji g.,14,Antakalnis,Vilnius,25.36151,54.71403,Viršupio Sodų 14-oji g. 14,49
53568,2375,Pavilnio Sodų 4-oji g.,61,Naujoji Vilnia,Vilnius,25.34759,54.66336,Pavilnio Sodų 4-oji g. 61,104
246817,3190,Aleksandro Barausko g.,31,Naujininkai,Vilnius,25.22253,54.62334,Aleksandro Barausko g. 31,0
31890,965,Žodiškių g.,3,Naujoji Vilnia,Vilnius,25.42308,54.67958,Žodiškių g. 3,19
31887,962,Smurgainių g.,6,Naujoji Vilnia,Vilnius,25.42488,54.67992,Smurgainių g. 6,31
31881,955,Leonardo Palevičiaus g.,6,Naujoji Vilnia,Vilnius,25.41924,54.67924,Leonardo Palevičiaus g. 6,56
31877,951,Graužados g.,12,Naujoji Vilnia,Vilnius,25.42063,54.67878,Graužados g. 12,10
31873,947,Benekainių g.,7,Naujoji Vilnia,Vilnius,25.42215,54.67911,Benekainių g. 7,25
230465,3083,Antano Musteikio g.,18,Naujininkai,Vilnius,25.22151,54.62607,Antano Musteikio g. 18,0
230461,3085,Algimanto Juozako g.,9,Naujininkai,Vilnius,25.22688,54.62661,Algimanto Juozako g. 9,0
230460,3084,Mindaugo Balavako g.,31,Naujininkai,Vilnius,25.22369,54.628,Mindaugo Balavako g. 31,0
246818,3191,Jurgio Kybarto g.,7,Naujininkai,Vilnius,25.22775,54.62554,Jurgio Kybarto g. 7,0
230463,3087,Ričardo Rabavičiaus g.,33,Naujininkai,Vilnius,25.22212,54.62487,Ričardo Rabavičiaus g. 33,0
53460,2321,Salininkų Sodų 5-oji g.,14,Naujininkai,Vilnius,25.27872,54.618,Salininkų Sodų 5-oji g. 14,67
51844,1977,S. Žukausko g.,9,Žirmūnai,Vilnius,25.29345,54.70769,S. Žukausko g. 9,2139
22259,415,Peteliškių g.,24,Rasos,Vilnius,25.31609,54.68479,Peteliškių g. 24,870
22219,374,Olandų g.,8A,Antakalnis,Vilnius,25.30586,54.69146,Olandų g. 8A,621
53292,2237,Mileišiškių Sodų 5-oji g.,13,Antakalnis,Vilnius,25.34426,54.7134,Mileišiškių Sodų 5-oji g. 13,25
278613,3377,Prano Liatuko g.,11,Naujoji Vilnia,Vilnius,25.38295,54.67409,Prano Liatuko g. 11,0
53634,2408,Ribiškių Sodų 2-oji g.,23,Rasos,Vilnius,25.3113,54.65676,Ribiškių Sodų 2-oji g. 23,21
21929,73,Buivydiškių g.,36,Šeškinė,Vilnius,25.23097,54.71498,Buivydiškių g. 36,1984
53840,2511,Viršupio Sodų 13-oji g.,5,Antakalnis,Vilnius,25.35642,54.71488,Viršupio Sodų 13-oji g. 5,56
48724,2089,Vaidagų g.,78,Paneriai,Vilnius,25.08104,54.63132,Vaidagų g. 78,144
259353,3209,Skapiškio g.,23,Vilkpėdė,Vilnius,25.2027,54.6404,Skapiškio g. 23,28
53308,2245,Pupojų Sodų 4-oji g.,31,Antakalnis,Vilnius,25.37551,54.71586,Pupojų Sodų 4-oji g. 31,20
31866,940,Liškiavos g.,16,Naujoji Vilnia,Vilnius,25.39677,54.70462,Liškiavos g. 16,12
48892,1603,Vanaginės Sodų 3-ioji g.,26,Verkiai,Vilnius,25.26877,54.77383,Vanaginės Sodų 3-ioji g. 26,122
48890,1602,Vanaginės Sodų 2-oji g.,38A,Verkiai,Vilnius,25.26817,54.77338,Vanaginės Sodų 2-oji g. 38A,93
22012,158,Grybautojų g.,12,Antakalnis,Vilnius,25.31533,54.73249,Grybautojų g. 12,62
49202,2003,Kryžiokų Sodų 6-oji g.,64,Verkiai,Vilnius,25.35608,54.78838,Kryžiokų Sodų 6-oji g. 64,188
22073,221,Kapsų g.,15M,Naujininkai,Vilnius,25.27963,54.66044,Kapsų g. 15M,1510
48373,2066,Juozo Kamarausko g.,21C,Pašilaičiai,Vilnius,25.19443,54.75471,Juozo Kamarausko g. 21C,107
100240,2898,Juodvarnių Sodų g.,38,Antakalnis,Vilnius,25.37924,54.71954,Juodvarnių Sodų g. 38,3
85840,2861,Kairėnės g.,17,Antakalnis,Vilnius,25.38874,54.7451,Kairėnės g. 17,34
61784,2684,Tolimosios Sodų 2-oji g.,39,Naujoji Vilnia,Vilnius,25.34054,54.66652,Tolimosios Sodų 2-oji g. 39,129
22420,584,V. Sirokomlės g.,11,Naujoji Vilnia,Vilnius,25.40851,54.68857,V. Sirokomlės g. 11,303
29261,875,Birželio 23-iosios g.,10A,Naujamiestis,Vilnius,25.26149,54.67416,Birželio 23-iosios g. 10A,1311
61766,2675,Pavilnio Sodų 15-oji g.,16,Naujoji Vilnia,Vilnius,25.35944,54.66349,Pavilnio Sodų 15-oji g. 16,41
52062,2125,Airių g.,2,Naujoji Vilnia,Vilnius,25.34857,54.65229,Airių g. 2,127
238672,3119,Slovėnų g.,10,Naujoji Vilnia,Vilnius,25.35375,54.65181,Slovėnų g. 10,8
238671,3118,Rumunų g.,9,Naujoji Vilnia,Vilnius,25.35327,54.65193,Rumunų g. 9,8
50060,1726,Bajorų Sodų 11-oji g.,19,Verkiai,Vilnius,25.25252,54.75651,Bajorų Sodų 11-oji g. 19,22
53780,2481,Kelmijos Sodų 71-oji g.,18,Naujininkai,Vilnius,25.2655,54.59496,Kelmijos Sodų 71-oji g. 18,55
127513,2969,Vytauto Žalakevičiaus g.,29A,Antakalnis,Vilnius,25.32014,54.72495,Vytauto Žalakevičiaus g. 29A,1160
49952,1672,Visorių Sodų 22-oji g.,8A,Verkiai,Vilnius,25.25894,54.74192,Visorių Sodų 22-oji g. 8A,41
67404,2765,Taugotiškių g.,45A,Naujoji Vilnia,Vilnius,25.37276,54.67394,Taugotiškių g. 45A,100
50346,1793,Sakalaičių Sodų 4-oji g.,33,Naujininkai,Vilnius,25.26878,54.61401,Sakalaičių Sodų 4-oji g. 33,77
22476,644,Šalpusnių g.,9,Antakalnis,Vilnius,25.39844,54.72113,Šalpusnių g. 9,16
53636,2409,Ribiškių Sodų 3-ioji g.,82,Rasos,Vilnius,25.31014,54.65751,Ribiškių Sodų 3-ioji g. 82,66
262265,3226,Pašilių g.,27,Verkiai,Vilnius,25.34127,54.80191,Pašilių g. 27,30
22352,512,Sporto g.,3,Žirmūnai,Vilnius,25.29541,54.69342,Sporto g. 3,818
53870,2526,Pagubės Sodų 29-oji g.,13,Verkiai,Vilnius,25.32392,54.81524,Pagubės Sodų 29-oji g. 13,25
53390,2286,Vinciūniškių Sodų 6-oji g.,18,Antakalnis,Vilnius,25.39532,54.76135,Vinciūniškių Sodų 6-oji g. 18,17
22286,445,Raitininkų g.,2D,Žirmūnai,Vilnius,25.29511,54.69284,Raitininkų g. 2D,630
29256,870,Vanagų g.,25,Antakalnis,Vilnius,25.38265,54.72641,Vanagų g. 25,31
29257,871,Kregždžių g.,11,Antakalnis,Vilnius,25.38503,54.72804,Kregždžių g. 11,105
22390,551,Tramvajų g.,5,Antakalnis,Vilnius,25.31477,54.70587,Tramvajų g. 5,230
279067,3370,Ferdinando Ruščico g.,17,Paneriai,Vilnius,25.09086,54.64318,Ferdinando Ruščico g. 17,3
61756,2670,Grūdų Sodų 10-oji g.,28,Naujoji Vilnia,Vilnius,25.36401,54.66052,Grūdų Sodų 10-oji g. 28,64
22459,626,Vitebsko g.,21,Senamiestis,Vilnius,25.304,54.67453,Vitebsko g. 21,109
259417,3221,Grinapolio g.,24,Paneriai,Vilnius,25.05859,54.62946,Grinapolio g. 24,0
228061,3080,Tylos g.,16,Pilaitė,Vilnius,25.12455,54.70638,Tylos g. 16,0
259420,3204,Šlamučių g.,1,Antakalnis,Vilnius,25.40096,54.72342,Šlamučių g. 1,59
53560,2371,Paeglinės Sodų 4-oji g.,3,Naujoji Vilnia,Vilnius,25.36712,54.67316,Paeglinės Sodų 4-oji g. 3,9
21881,20,Alšėnų g.,1B,Naujininkai,Vilnius,25.28042,54.6633,Alšėnų g. 1B,40
26744,2030,Kalviškių g.,2A,Naujininkai,Vilnius,25.25837,54.60705,Kalviškių g. 2A,197
60678,2642,Baltosios Vokės Sodų g.,9,Naujininkai,Vilnius,25.23633,54.58812,Baltosios Vokės Sodų g. 9,84
22138,288,Liepyno g.,4,Žvėrynas,Vilnius,25.25512,54.69742,Liepyno g. 4,603
52076,2132,Ispanų g.,1,Naujoji Vilnia,Vilnius,25.33213,54.65152,Ispanų g. 1,36
55086,2538,Eglinės Sodų 7-oji g.,6,Naujoji Vilnia,Vilnius,25.45361,54.70563,Eglinės Sodų 7-oji g. 6,15
52078,2133,Italų g.,18,Naujoji Vilnia,Vilnius,25.33012,54.65323,Italų g. 18,157
273268,3322,Manvydo g.,13,Verkiai,Vilnius,25.29966,54.78146,Manvydo g. 13,7
53678,2430,Kelmijos Sodų 20-oji g.,5,Naujininkai,Vilnius,25.251,54.60308,Kelmijos Sodų 20-oji g. 5,23
52990,2143,Jonažolių g.,19,Lazdynai,Vilnius,25.21332,54.66831,Jonažolių g. 19,3740
53316,2249,Pupojų Sodų 8-oji g.,4,Antakalnis,Vilnius,25.37139,54.72015,Pupojų Sodų 8-oji g. 4,48
109302,2932,Duburio g.,8,Antakalnis,Vilnius,25.39571,54.71115,Duburio g. 8,194
66997,2730,Jono Švažo g.,2,Paneriai,Vilnius,25.10924,54.6406,Jono Švažo g. 2,36
50344,1792,Sakalaičių Sodų 3-ioji g.,31,Naujininkai,Vilnius,25.27006,54.61396,Sakalaičių Sodų 3-ioji g. 31,35
60042,2611,Gurių Sodų 31-oji g.,25,Naujoji Vilnia,Vilnius,25.36473,54.65641,Gurių Sodų 31-oji g. 25,58
246725,3181,Plaknos g.,11,Paneriai,Vilnius,25.12859,54.60112,Plaknos g. 11,0
230562,3096,Dusmenų g.,46,Paneriai,Vilnius,25.08134,54.64775,Dusmenų g. 46,34
263311,3236,Jovariškių g.,16,Paneriai,Vilnius,25.0815,54.64994,Jovariškių g. 16,11
72634,2825,Kalvų Sodų 1-oji g.,6,Antakalnis,Vilnius,25.37891,54.71261,Kalvų Sodų 1-oji g. 6,18
49970,1681,Balsių Sodų 8-oji g.,25,Verkiai,Vilnius,25.34908,54.79049,Balsių Sodų 8-oji g. 25,120
53124,2152,Dvarčionių Sodų 3-ioji g.,33,Antakalnis,Vilnius,25.37676,54.7244,Dvarčionių Sodų 3-ioji g. 33,39
60024,2602,Gurių Sodų 22-oji g.,1,Naujoji Vilnia,Vilnius,25.35447,54.65684,Gurių Sodų 22-oji g. 1,59
22163,314,M. K. Oginskio g.,14,Antakalnis,Vilnius,25.3217,54.71895,M. K. Oginskio g. 14,401
22502,671,Šv. Ignoto g.,3,Senamiestis,Vilnius,25.28127,54.68268,Šv. Ignoto g. 3,80
60046,2613,Gurių Sodų 33-ioji g.,34,Naujoji Vilnia,Vilnius,25.36732,54.65542,Gurių Sodų 33-ioji g. 34,35
60048,2614,Gurių Sodų g.,129,Naujoji Vilnia,Vilnius,25.36424,54.65851,Gurių Sodų g. 129,147
60036,2608,Gurių Sodų 28-oji g.,24,Naujoji Vilnia,Vilnius,25.36286,54.65831,Gurių Sodų 28-oji g. 24,28
69208,2807,Šilėnų Sodų 9-oji g.,7,Antakalnis,Vilnius,25.43832,54.7541,Šilėnų Sodų 9-oji g. 7,17
210841,2997,Logistikos g.,20A,Paneriai,Vilnius,25.24028,54.57968,Logistikos g. 20A,0
28254,819,Gailestingųjų Seserų g.,7,Antakalnis,Vilnius,25.31742,54.69745,Gailestingųjų Seserų g. 7,79
52082,2135,Prancūzų g.,20,Naujoji Vilnia,Vilnius,25.34209,54.65497,Prancūzų g. 20,93
53590,2386,Šiaurės Sodų 3-ioji g.,11,Naujoji Vilnia,Vilnius,25.4066,54.70317,Šiaurės Sodų 3-ioji g. 11,82
53588,2385,Ateities Sodų 4-oji g.,11,Naujoji Vilnia,Vilnius,25.41085,54.70225,Ateities Sodų 4-oji g. 11,143
32123,993,Trobų g.,2,Naujininkai,Vilnius,25.25047,54.61053,Trobų g. 2,14
53654,2418,Kelmijos Sodų 8-oji g.,27,Naujininkai,Vilnius,25.24558,54.60501,Kelmijos Sodų 8-oji g. 27,50
53356,2269,Rokantiškių Sodų 12-oji g.,7,Antakalnis,Vilnius,25.37338,54.70831,Rokantiškių Sodų 12-oji g. 7,54
61808,2695,Ateities Sodų 3-ioji g.,47,Naujoji Vilnia,Vilnius,25.41248,54.70322,Ateities Sodų 3-ioji g. 47,122
53532,2357,Rodūnios Sodų 24-oji g.,10,Naujininkai,Vilnius,25.27224,54.61733,Rodūnios Sodų 24-oji g. 10,9
53766,2474,Kelmijos Sodų 64-oji g.,39,Naujininkai,Vilnius,25.25961,54.59399,Kelmijos Sodų 64-oji g. 39,35
49928,1660,Baltelio g.,28,Verkiai,Vilnius,25.25296,54.74805,Baltelio g. 28,48
53702,2442,Kelmijos Sodų 32-oji g.,31,Naujininkai,Vilnius,25.2536,54.5968,Kelmijos Sodų 32-oji g. 31,53
24265,719,B. Laurinavičiaus g.,12,Naujoji Vilnia,Vilnius,25.42213,54.7027,B. Laurinavičiaus g. 12,46
207399,2980,Danieliaus Kleino g.,23,Naujininkai,Vilnius,25.2345,54.62228,Danieliaus Kleino g. 23,29
22206,361,Mūrinė g.,42A,Naujoji Vilnia,Vilnius,25.40107,54.69641,Mūrinė g. 42A,73
22448,614,Vilijos g.,36,Paneriai,Vilnius,25.1812,54.63158,Vilijos g. 36,34
262125,3223,Kazimiero Jokanto g.,15,Paneriai,Vilnius,25.11475,54.64443,Kazimiero Jokanto g. 15,3
53334,2258,Rokantiškių Sodų 1-oji g.,10,Antakalnis,Vilnius,25.38271,54.70896,Rokantiškių Sodų 1-oji g. 10,22
53344,2263,Rokantiškių Sodų 6-oji g.,1,Antakalnis,Vilnius,25.37951,54.7067,Rokantiškių Sodų 6-oji g. 1,30
53718,2450,Kelmijos Sodų 40-oji g.,24,Naujininkai,Vilnius,25.24668,54.59211,Kelmijos Sodų 40-oji g. 24,22
53612,2397,Uosių Sodų 6-oji g.,5,Naujoji Vilnia,Vilnius,25.38252,54.70515,Uosių Sodų 6-oji g. 5,35
22339,498,Skydo g.,22,Naujoji Vilnia,Vilnius,25.41358,54.69297,Skydo g. 22,112
249261,3199,Upelio g.,39,Naujininkai,Vilnius,25.25046,54.65835,Upelio g. 39,61
52088,2138,Švedų g.,6A,Naujoji Vilnia,Vilnius,25.33823,54.65809,Švedų g. 6A,72
53332,2257,Pupojų Sodų 16-oji g.,11,Antakalnis,Vilnius,25.37089,54.71345,Pupojų Sodų 16-oji g. 11,31
72628,2822,Skarbelio Sodų 1-oji g.,6A,Antakalnis,Vilnius,25.42296,54.79767,Skarbelio Sodų 1-oji g. 6A,18
76650,2842,Talkos Sodų 4-oji g.,8,Antakalnis,Vilnius,25.37046,54.76473,Talkos Sodų 4-oji g. 8,12
249264,3202,Jogėliškių g.,38,Paneriai,Vilnius,25.07123,54.62816,Jogėliškių g. 38,0
53734,2458,Kelmijos Sodų 48-oji g.,9,Naujininkai,Vilnius,25.25884,54.60116,Kelmijos Sodų 48-oji g. 9,28
51096,9,Zylių g.,22,Grigiškės,Vilnius,25.08567,54.66422,Zylių g. 22,2
21872,11,Agrastų g.,5,Paneriai,Vilnius,25.17888,54.62941,Agrastų g. 5,81
30436,906,Darkiemio g.,24,Pilaitė,Vilnius,25.19327,54.71231,Darkiemio g. 24,92
22427,591,Vaivos g.,39,Naujoji Vilnia,Vilnius,25.40082,54.70122,Vaivos g. 39,78
51610,1962,Girinaičių g.,4,Antakalnis,Vilnius,25.38639,54.77447,Girinaičių g. 4,46
53002,2149,Kazimiero Ladygos g.,1,Žirmūnai,Vilnius,25.29797,54.70902,Kazimiero Ladygos g. 1,518
29363,879,Stepono Kairio g.,24,Antakalnis,Vilnius,25.36871,54.71847,Stepono Kairio g. 24,63
22220,375,Oslo g.,12,Lazdynai,Vilnius,25.19208,54.67097,Oslo g. 12,1
22200,355,Musninkų g.,5A,Šeškinė,Vilnius,25.24232,54.7179,Musninkų g. 5A,2008
22057,204,Jūratės g.,34,Antakalnis,Vilnius,25.31824,54.69622,Jūratės g. 34,130
24732,782,Senolių g.,5,Verkiai,Vilnius,25.34724,54.78367,Senolių g. 5,26
53368,2275,Rudausių Sodų 8-oji g.,1,Antakalnis,Vilnius,25.36476,54.76042,Rudausių Sodų 8-oji g. 1,25
22054,201,Juodšilių g.,39,Paneriai,Vilnius,25.18793,54.6238,Juodšilių g. 39,565
48343,2052,Lazdakiemio g.,5,Pašilaičiai,Vilnius,25.19566,54.75451,Lazdakiemio g. 5,34
49180,1635,J. Tallat-Kelpšos g.,3,Verkiai,Vilnius,25.28535,54.76016,J. Tallat-Kelpšos g. 3,37
49978,1685,Balsių Sodų 12-oji g.,5,Verkiai,Vilnius,25.3497,54.79375,Balsių Sodų 12-oji g. 5,41
22109,258,Krėvos g.,8,Rasos,Vilnius,25.30207,54.67125,Krėvos g. 8,63
22471,639,Zuikių g.,57,Naujininkai,Vilnius,25.21115,54.63459,Zuikių g. 57,92
53538,2360,Gurių Sodų 7-oji g.,7,Naujoji Vilnia,Vilnius,25.34359,54.65913,Gurių Sodų 7-oji g. 7,32
22173,325,Margirio g.,4,Paneriai,Vilnius,25.17251,54.63075,Margirio g. 4,21
22051,198,Jovaro g.,12A,Naujamiestis,Vilnius,25.26093,54.68192,Jovaro g. 12A,36
22303,462,Rudens g.,18,Antakalnis,Vilnius,25.3158,54.69099,Rudens g. 18,434
22415,579,Petro Rimšos g.,3B,Antakalnis,Vilnius,25.31564,54.70086,Petro Rimšos g. 3B,236
48716,1976,Gaidžiabūdės g.,9,Paneriai,Vilnius,25.0853,54.62861,Gaidžiabūdės g. 9,14
21964,108,Dzūkų g.,32A,Naujininkai,Vilnius,25.28634,54.66475,Dzūkų g. 32A,2458
22481,649,Šarkų g.,25,Rasos,Vilnius,25.31779,54.68661,Šarkų g. 25,133
53868,2525,Naujanerių Sodų 8-oji g.,1,Verkiai,Vilnius,25.34389,54.80724,Naujanerių Sodų 8-oji g. 1,42
22176,328,Maudyklos g.,64,Antakalnis,Vilnius,25.29794,54.73846,Maudyklos g. 64,6
22249,404,Pavėsio g.,5A,Naujoji Vilnia,Vilnius,25.41242,54.69749,Pavėsio g. 5A,38
49182,1636,A. Šabaniausko g.,1,Verkiai,Vilnius,25.28425,54.75841,A. Šabaniausko g. 1,136
22432,597,Varpų g.,8A,Senamiestis,Vilnius,25.30682,54.68578,Varpų g. 8A,221
50408,1814,Birelių Sodų 8-oji g.,8,Verkiai,Vilnius,25.32547,54.81973,Birelių Sodų 8-oji g. 8,31
49124,1985,Birelių g.,52,Verkiai,Vilnius,25.33069,54.82298,Birelių g. 52,54
22252,407,Pašvaistės g.,5A,Verkiai,Vilnius,25.27254,54.74706,Pašvaistės g. 5A,12
26751,2034,Valakų g.,6A,Naujininkai,Vilnius,25.27091,54.61061,Valakų g. 6A,61
53312,2247,Pupojų Sodų 6-oji g.,40A,Antakalnis,Vilnius,25.37308,54.71691,Pupojų Sodų 6-oji g. 40A,36
24693,740,Lakūnų g.,3A,Žirmūnai,Vilnius,25.29902,54.71524,Lakūnų g. 3A,2
22145,295,Liubarto g.,3A,Žvėrynas,Vilnius,25.25722,54.68938,Liubarto g. 3A,149
21930,74,Palaimos g.,18,Lazdynai,Vilnius,25.18874,54.6692,Palaimos g. 18,134
50638,1862,Naujanerių Sodų 2-oji g.,33,Verkiai,Vilnius,25.34709,54.80874,Naujanerių Sodų 2-oji g. 33,49
53196,2188,Juodvarnių Sodų 8-oji g.,2,Antakalnis,Vilnius,25.38082,54.72038,Juodvarnių Sodų 8-oji g. 2,12
22393,555,Tujų g.,23A,Viršuliškės,Vilnius,25.22543,54.70374,Tujų g. 23A,901
22000,144,Gerosios Vilties g.,7B,Vilkpėdė,Vilnius,25.24389,54.66961,Gerosios Vilties g. 7B,2510
24266,720,S. Raštikio g.,9,Naujoji Vilnia,Vilnius,25.41897,54.70109,S. Raštikio g. 9,86
22508,677,Švyturio g.,4A,Antakalnis,Vilnius,25.3166,54.71409,Švyturio g. 4A,587
22019,165,Gėlių g.,9B,Senamiestis,Vilnius,25.28311,54.67373,Gėlių g. 9B,138
22316,475,S. Konarskio g.,14B,Naujamiestis,Vilnius,25.25205,54.67698,S. Konarskio g. 14B,2151
22034,180,Jono Jablonskio g.,3A,Naujamiestis,Vilnius,25.2769,54.67348,Jono Jablonskio g. 3A,115
22365,525,Sukilėlių g.,7,Rasos,Vilnius,25.30575,54.6703,Sukilėlių g. 7,37
22251,406,Pašto g.,9,Paneriai,Vilnius,25.17533,54.62438,Pašto g. 9,31
109355,2955,Zebedeno g.,6A,Verkiai,Vilnius,25.29483,54.7812,Zebedeno g. 6A,0
22522,692,Žiogų g.,31A,Rasos,Vilnius,25.32046,54.68643,Žiogų g. 31A,94
31886,961,Skaidiškių g.,8,Naujoji Vilnia,Vilnius,25.41824,54.67906,Skaidiškių g. 8,21
50606,1846,Raudonupio g.,15,Fabijoniškės,Vilnius,25.22782,54.74589,Raudonupio g. 15,39
21927,71,Brolių g.,1E,Naujininkai,Vilnius,25.2711,54.66395,Brolių g. 1E,698
22518,687,Žemynos g.,13B,Pašilaičiai,Vilnius,25.22855,54.72303,Žemynos g. 13B,4737
22105,254,Kremplių g.,12A,Verkiai,Vilnius,25.33895,54.76719,Kremplių g. 12A,164
22329,488,Savičiaus g.,10A,Senamiestis,Vilnius,25.28961,54.67955,Savičiaus g. 10A,214
49108,1622,Lydimėlių g.,4,Verkiai,Vilnius,25.36227,54.76953,Lydimėlių g. 4,15
22114,263,Kučkuriškių g.,6,Naujoji Vilnia,Vilnius,25.3695,54.69393,Kučkuriškių g. 6,25
26754,1986,Speigo g.,10,Paneriai,Vilnius,25.14162,54.60087,Speigo g. 10,145
22462,629,Vydūno g.,4,Pilaitė,Vilnius,25.18784,54.70722,Vydūno g. 4,2844
22226,381,P. Žadeikos g.,9B,Fabijoniškės,Vilnius,25.24598,54.73371,P. Žadeikos g. 9B,2862
28812,868,Pakalniškių g.,10,Vilkpėdė,Vilnius,25.22374,54.64779,Pakalniškių g. 10,6
24565,526,Gėlių g. (Grigiškės),8,Grigiškės,Grigiškės,25.08497,54.66662,Gėlių g. 8,156
53474,2328,Salininkų Sodų 12-oji g.,16,Naujininkai,Vilnius,25.2736,54.61406,Salininkų Sodų 12-oji g. 16,15
55084,2537,Eglinės Sodų 6-oji g.,44,Naujoji Vilnia,Vilnius,25.45515,54.70492,Eglinės Sodų 6-oji g. 44,32
