Upload_Record_ID,Konteinerio_Nr,Konteinerio_RFID,Konteinerio_capacity,Konteinerio_area,Konteinerio_street,Konteinerio_namas,Driver,Automobilis,Pickup_date__time,Weight_kg_,lift_point_latitude,Lift_point_longitude,Data_submission_date__time,Zona,date,season,people_on_street_nearest_avg3
1187533,13-L-312774,E20047172A906026EC15010A,1.1,Vilniaus m.,A. Juozapavičiaus g.,6,Ekonovus,,4:18:00 AM,0.0405,54.6938,25.2833,4:52:00 AM,Vilniaus m. BA5,7/7/2022,Spring,210.3333333
1187528,13-L-312775,E2004716A3006026E39C010E,1.1,Vilniaus m.,A. Juozapavičiaus g.,6,Ekonovus,,4:17:00 AM,0.04,54.6938,25.2833,4:52:00 AM,Vilniaus m. BA5,7/7/2022,Spring,210.3333333
1187531,13-L-307405,E200001D7313004809101328,1.1,Vilniaus m.,A. Juozapavičiaus g.,6,Ekonovus,,4:18:00 AM,0.0425,54.6938,25.2833,4:52:00 AM,Vilniaus m. BA5,2/1/2020,Spring,210.3333333
1187530,13-L-313542,E20047185AA06026FF16010B,1.1,Vilniaus m.,A. Juozapavičiaus g.,6,Ekonovus,,4:17:00 AM,0.0395,54.6938,25.2833,4:52:00 AM,Vilniaus m. BA5,2/14/2020,Spring,210.3333333
1187532,13-L-307406,E200001D731300860910361F,1.1,Vilniaus m.,A. Juozapavičiaus g.,6,Ekonovus,,4:18:00 AM,0.039,54.6938,25.2833,4:52:00 AM,Vilniaus m. BA5,2/1/2020,Spring,210.3333333
1192601,13-L-311682,E200470344E06026ADBA010D,0.77,Vilniaus m.,A. Mickevičiaus g.,20,Ekonovus,,12:27:00 PM,0.066,54.6899,25.2509,12:32:00 PM,Vilniaus m. BA5,8/29/2022,Spring,472.3333333
1187684,13-L-310901,0512021373FEDCBA00036532,1.1,Vilniaus m.,A. Juozapavičiaus g.,28,Ekonovus,,4:40:00 AM,0.0365,54.6913,25.2882,5:22:00 AM,Vilniaus m. BA5,5/26/2021,Autumn,1193
1189380,13-L-312680,E20047041BC06026BB28010C,1.1,Vilniaus m.,A. Vienuolio g.,1,Ekonovus,,7:39:00 AM,0.0325,54.6894,25.2775,7:52:00 AM,Vilniaus m. BA5,7/25/2022,Spring,107.3333333
1189799,13-L-313399,E200470363106026AF9D010D,1.1,Vilniaus m.,A. Vienuolio g.,1,Ekonovus,,7:40:00 AM,0.039,54.6894,25.2775,8:22:00 AM,Vilniaus m. BA5,10/14/2022,Summer,107.3333333
1193512,13-L-300655,E2000015130B02511000B6CC,1.1,Vilniaus m.,Blindžių g.,35,Ekonovus,,1:48:00 PM,0.0505,54.6956,25.2368,1:52:00 PM,Vilniaus m. BA5,11/30/2019,Autumn,255.3333333
1189531,13-L-303886,E20000175611018814308595,1.1,Vilniaus m.,Gedimino pr.,19,Ekonovus,,7:47:00 AM,0.1335,54.6885,25.2784,8:02:00 AM,Vilniaus m. BA5,11/30/2019,Autumn,2.666666667
1189529,13-L-306054,E200001D8105006825802472,1.1,Vilniaus m.,Gedimino pr.,19,Ekonovus,,7:46:00 AM,0.024,54.6885,25.2784,8:02:00 AM,Vilniaus m. BA5,2/25/2020,Autumn,2.666666667
1189532,13-L-313744,E20047176C706026F033010E,1.1,Vilniaus m.,Gedimino pr.,19,Ekonovus,,7:48:00 AM,0.0065,54.6885,25.2784,8:02:00 AM,Vilniaus m. BA5,12/3/2022,Autumn,2.666666667
1189528,13-L-303889,E200001756110230143085E6,1.1,Vilniaus m.,Gedimino pr.,19,Ekonovus,,7:46:00 AM,0.033,54.6885,25.2784,8:02:00 AM,Vilniaus m. BA5,11/30/2019,Autumn,2.666666667
1188568,13-L-313433,E2004704AD606026C4420111,1.1,Vilniaus m.,Gedimino pr.,32,Ekonovus,,6:46:00 AM,0.0295,54.6875,25.274,6:52:00 AM,Vilniaus m. BA5,11/8/2022,Spring,127.3333333
1189093,13-L-312789,E2004717AEA06026F456010F,1.1,Vilniaus m.,Gedimino pr.,12,Ekonovus,,7:21:00 AM,0.084,54.6868,25.2814,7:32:00 AM,Vilniaus m. BA5,7/18/2022,Summer,15
1189095,13-L-313823,E200471777906026F0E5010B,1.1,Vilniaus m.,Gedimino pr.,12,Ekonovus,,7:22:00 AM,0.005,54.6868,25.2814,7:32:00 AM,Vilniaus m. BA5,7/21/2021,Summer,15
1187687,13-L-303012,E20000170615017224801BF8,1.1,Vilniaus m.,A. Juozapavičiaus g.,13,Ekonovus,,4:41:00 AM,0.0355,54.6913,25.2882,5:22:00 AM,Vilniaus m. BA5,11/30/2019,Autumn,1193
1187685,13-L-307821,E200001C361601991180B09F,1.1,Vilniaus m.,A. Juozapavičiaus g.,13,Ekonovus,,4:40:00 AM,0.0335,54.6913,25.2882,5:22:00 AM,Vilniaus m. BA5,8/31/2020,Autumn,1193
1189804,13-L-313832,E20047177AD06026F1190114,1.1,Vilniaus m.,A. Juozapavičiaus g.,9A,Ekonovus,,7:42:00 AM,0.042,54.692,25.2854,8:22:00 AM,Vilniaus m. BA5,6/13/2022,Summer,169.6666667
1189811,13-L-311889,E2004714FE406026C9500114,1.1,Vilniaus m.,A. Juozapavičiaus g.,9A,Ekonovus,,7:44:00 AM,0.036,54.6922,25.286,8:22:00 AM,Vilniaus m. BA5,6/13/2022,Summer,169.6666667
1189802,13-L-311886,E20047170F106026EA5D0113,1.1,Vilniaus m.,A. Juozapavičiaus g.,9A,Ekonovus,,7:41:00 AM,0.0395,54.692,25.2854,8:22:00 AM,Vilniaus m. BA5,6/13/2022,Summer,169.6666667
1189809,13-L-311891,E20047159F806026D3640108,1.1,Vilniaus m.,A. Juozapavičiaus g.,9A,Ekonovus,,7:43:00 AM,0.0375,54.6922,25.285,8:22:00 AM,Vilniaus m. BA5,6/13/2022,Summer,169.6666667
1189800,13-L-311887,E20047170F406026EA60010D,1.1,Vilniaus m.,A. Juozapavičiaus g.,9A,Ekonovus,,7:40:00 AM,0.041,54.692,25.2854,8:22:00 AM,Vilniaus m. BA5,6/13/2022,Summer,169.6666667
1189807,13-L-313599,E200471852506026FE91010A,1.1,Vilniaus m.,A. Juozapavičiaus g.,9A,Ekonovus,,7:42:00 AM,0.042,54.692,25.2854,8:22:00 AM,Vilniaus m. BA5,6/13/2022,Summer,169.6666667
1188309,13-L-310368,E200001C3618014908107C2A,1.1,Vilniaus m.,A. Jakšto g.,5,Ekonovus,,5:57:00 AM,0.0405,54.6887,25.276,6:32:00 AM,Vilniaus m. BA5,6/27/2022,Summer,175.6666667
1188546,13-L-313322,E2004711645060268FB10112,1.1,Vilniaus m.,A. Jakšto g.,6,Ekonovus,,6:11:00 AM,0.033,54.6898,25.276,6:52:00 AM,Vilniaus m. BA5,9/20/2022,Winter,142
1188214,13-L-313323,E2004711646060268FB2010A,1.1,Vilniaus m.,A. Jakšto g.,6,Ekonovus,,6:10:00 AM,0.0345,54.6896,25.2757,6:22:00 AM,Vilniaus m. BA5,9/20/2022,Spring,142
1193412,13-L-308966,E200001C3616015510108539,1.1,Vilniaus m.,Blindžių g.,3,Ekonovus,,1:37:00 PM,0.041,54.6988,25.242,1:42:00 PM,Vilniaus m. BA5,12/21/2021,Summer,257.6666667
1189377,13-L-311900,E2004714A9C06026C408010B,1.1,Vilniaus m.,Gedimino pr.,16,Ekonovus,,7:19:00 AM,0.0405,54.6865,25.2808,7:52:00 AM,Vilniaus m. BA5,3/28/2022,Spring,63
1188951,13-L-313410,E20047013E8060268D54010D,1.1,Vilniaus m.,Gedimino pr.,15,Ekonovus,,7:10:00 AM,0.014,54.6872,25.2788,7:22:00 AM,Vilniaus m. BA5,10/31/2022,Spring,92.66666667
1188950,13-L-310384,E200001C3618016408108B8E,1.1,Vilniaus m.,Gedimino pr.,15,Ekonovus,,7:09:00 AM,0.04,54.6872,25.2788,7:22:00 AM,Vilniaus m. BA5,6/28/2022,Spring,92.66666667
1189354,13-L-307713,E200001C361601931110A818,1.1,Vilniaus m.,Gedimino pr.,15,Ekonovus,,7:12:00 AM,0.0345,54.6869,25.279,7:52:00 AM,Vilniaus m. BA5,9/29/2020,Spring,92.66666667
1188952,13-L-313411,E2004701BB006026951C010C,1.1,Vilniaus m.,Gedimino pr.,15,Ekonovus,,7:10:00 AM,0.0305,54.6872,25.2788,7:22:00 AM,Vilniaus m. BA5,10/31/2022,Spring,92.66666667
1191774,13-L-311104,0512021373FEDCBA00036729,1.1,Vilniaus m.,Geležinio Vilko g.,9A,Ekonovus,,10:52:00 AM,0.05,54.672,25.2398,11:02:00 AM,Vilniaus m. BA5,6/14/2021,Winter,935.3333333
1187584,13-L-313793,E200471763E06026EFAA0113,1.1,Vilniaus m.,A. Juozapavičiaus g.,9,Ekonovus,,4:23:00 AM,0.036,54.6927,25.2836,5:02:00 AM,Vilniaus m. BA5,12/21/2022,Summer,245.3333333
1187586,13-L-301138,E200001706150175290001FB,1.1,Vilniaus m.,A. Juozapavičiaus g.,9,Ekonovus,,4:23:00 AM,0.036,54.6927,25.2836,5:02:00 AM,Vilniaus m. BA5,11/30/2019,Summer,245.3333333
1187971,13-L-306074,E200001D810502442570D99E,1.1,Vilniaus m.,A. Goštauto g.,8,Ekonovus,,5:40:00 AM,0.036,54.6932,25.2689,5:52:00 AM,Vilniaus m. BA5,4/28/2020,Summer,139.3333333
1188178,13-L-301834,E20000170615010627000C24,1.1,Vilniaus m.,A. Goštauto g.,8,Ekonovus,,5:40:00 AM,0.0435,54.6932,25.2689,6:22:00 AM,Vilniaus m. BA5,11/30/2019,Winter,139.3333333
1187969,13-L-303145,E20000170615007224501CE0,1.1,Vilniaus m.,A. Goštauto g.,8,Ekonovus,,5:39:00 AM,0.0355,54.6933,25.2688,5:52:00 AM,Vilniaus m. BA5,11/30/2019,Summer,139.3333333
1187970,13-L-313725,E200471760306026EF6F010B,1.1,Vilniaus m.,A. Goštauto g.,8,Ekonovus,,5:39:00 AM,0.022,54.6933,25.2688,5:52:00 AM,Vilniaus m. BA5,12/3/2022,Summer,139.3333333
1188179,13-L-300674,E2000015130B02430990B4B8,1.1,Vilniaus m.,A. Goštauto g.,8,Ekonovus,,5:40:00 AM,0.033,54.6932,25.2689,6:22:00 AM,Vilniaus m. BA5,11/30/2019,Winter,139.3333333
1192511,13-L-311155,0512021373FEDCBA00036678,1.1,Vilniaus m.,A. Mickevičiaus g.,5,Ekonovus,,12:14:00 PM,0.0285,54.6903,25.2555,12:22:00 PM,Vilniaus m. BA5,10/1/2021,Winter,304.3333333
1189665,13-L-309943,E28011052000734C40020A9C,1.1,Vilniaus m.,A. Juozapavičiaus g.,6A,Ekonovus,,7:34:00 AM,0.0435,54.6932,25.2821,8:12:00 AM,Vilniaus m. BA5,12/17/2021,Spring,210.3333333
1189667,13-L-313328,E2004711421060268D8D010E,1.1,Vilniaus m.,A. Juozapavičiaus g.,6A,Ekonovus,,7:35:00 AM,0.041,54.6932,25.2822,8:12:00 AM,Vilniaus m. BA5,9/20/2022,Spring,210.3333333
1189669,13-L-311593,E2004712404060269D700112,1.1,Vilniaus m.,A. Juozapavičiaus g.,6A,Ekonovus,,7:36:00 AM,0.0395,54.6932,25.2822,8:12:00 AM,Vilniaus m. BA5,4/1/2022,Spring,210.3333333
1191233,13-L-300350,E2000015130B02571060AEA0,0.66,Vilniaus m.,Beržyno g.,7A,Ekonovus,,9:53:00 AM,0.035,54.6812,25.2546,10:02:00 AM,Vilniaus m. BA5,11/30/2019,Summer,183.3333333
1192600,13-L-301333,E20000170615015428300461,1.1,Vilniaus m.,Birutės g.,20A,Ekonovus,,12:24:00 PM,0.026,54.6895,25.2457,12:32:00 PM,Vilniaus m. BA5,11/30/2019,Spring,369.3333333
1190540,13-L-313336,E200470FC6D0602675D90110,1.1,Vilniaus m.,Gedimino pr.,1,Ekonovus,,8:32:00 AM,0.043,54.6865,25.286,9:12:00 AM,Vilniaus m. BA5,9/20/2022,Summer,137.3333333
1190538,13-L-310654,0512021373FEDCBA00036179,1.1,Vilniaus m.,Gedimino pr.,1,Ekonovus,,8:32:00 AM,0.0375,54.6865,25.286,9:12:00 AM,Vilniaus m. BA5,1/18/2022,Summer,137.3333333
1190137,13-L-309467,E200001C361802601120E87A,1.1,Vilniaus m.,Gedimino pr.,1,Ekonovus,,8:32:00 AM,0.048,54.6865,25.286,8:42:00 AM,Vilniaus m. BA5,3/4/2021,Summer,137.3333333
1189826,13-L-311677,E2004702633060269F9F0109,1.1,Vilniaus m.,Gedimino pr.,9,Ekonovus,,8:14:00 AM,0.0595,54.6872,25.2829,8:22:00 AM,Vilniaus m. BA5,8/29/2022,Summer,130.3333333
1189825,13-L-314007,E20047164D006026DE3C010E,1.1,Vilniaus m.,Gedimino pr.,9,Ekonovus,,8:14:00 AM,0.0455,54.6872,25.2829,8:22:00 AM,Vilniaus m. BA5,4/28/2023,Summer,130.3333333
1188308,13-L-312743,E2004710A640602683D0010B,1.1,Vilniaus m.,A. Vienuolio g.,4,Ekonovus,,5:57:00 AM,0.0345,54.6887,25.276,6:32:00 AM,Vilniaus m. BA5,6/29/2022,Summer,175.6666667
1188040,13-L-311161,0512021373FEDCBA00036672,1.1,Vilniaus m.,A. Vienuolio g.,4,Ekonovus,,5:56:00 AM,0.0775,54.6887,25.276,6:02:00 AM,Vilniaus m. BA5,10/27/2021,Autumn,175.6666667
1188300,13-L-306184,E200001D810501992600B2CB,1.1,Vilniaus m.,A. Vienuolio g.,4,Ekonovus,,5:54:00 AM,0.0375,54.6887,25.276,6:32:00 AM,Vilniaus m. BA5,2/1/2020,Summer,175.6666667
1193584,13-L-310373,E200001C3618009608103E28,1.1,Vilniaus m.,Blindžių g.,21,Ekonovus,,1:50:00 PM,0.0475,54.6965,25.2377,2:02:00 PM,Vilniaus m. BA5,6/27/2022,Winter,255.3333333
1188039,13-L-313742,E20047176F306026F05F010A,1.1,Vilniaus m.,Gedimino pr.,23,Ekonovus,,5:55:00 AM,0.056,54.6887,25.276,6:02:00 AM,Vilniaus m. BA5,12/3/2022,Autumn,175.6666667
1188038,13-L-313743,E20047176E706026F053010B,1.1,Vilniaus m.,Gedimino pr.,23,Ekonovus,,5:55:00 AM,0.096,54.6887,25.276,6:02:00 AM,Vilniaus m. BA5,12/3/2022,Autumn,175.6666667
1191924,13-L-313434,E2004704C5C06026C5C8010B,1.1,Vilniaus m.,Gerosios Vilties g.,3,Ekonovus,,10:45:00 AM,0.0415,54.6713,25.2419,11:22:00 AM,Vilniaus m. BA5,11/8/2022,Spring,1061.333333
1187743,13-L-313320,E2004712BB506026A521010A,1.1,Vilniaus m.,Gynėjų g.,4,Ekonovus,,5:19:00 AM,0.0665,54.6911,25.2652,5:22:00 AM,Vilniaus m. BA5,9/20/2022,Winter,130
1187742,13-L-312031,E2004709372060260CDE0113,1.1,Vilniaus m.,Gynėjų g.,4,Ekonovus,,5:19:00 AM,0.123,54.6911,25.2652,5:22:00 AM,Vilniaus m. BA5,10/18/2022,Winter,130
1187744,13-L-313760,E200471778606026F0F2010F,1.1,Vilniaus m.,Gynėjų g.,4,Ekonovus,,5:19:00 AM,0.0065,54.6911,25.2652,5:22:00 AM,Vilniaus m. BA5,12/9/2022,Winter,130
1187955,13-L-309704,E2801105200072C640010A9C,1.1,Vilniaus m.,Kalvarijų g.,61,Ekonovus,,5:16:00 AM,0.0425,54.7012,25.2838,5:52:00 AM,Vilniaus m. BA5,7/28/2021,Summer,76
1187957,13-L-309706,E2801105200072CA40010A9C,1.1,Vilniaus m.,Kalvarijų g.,61,Ekonovus,,5:16:00 AM,0.0375,54.7012,25.2838,5:52:00 AM,Vilniaus m. BA5,7/27/2021,Summer,76
1187958,13-L-306883,E200001D7313016707808DA7,1.1,Vilniaus m.,Kalvarijų g.,61,Ekonovus,,5:16:00 AM,0.033,54.7012,25.2838,5:52:00 AM,Vilniaus m. BA5,4/22/2020,Summer,76
1187954,13-L-314281,E200471659106026DEFD010D,1.1,Vilniaus m.,Kalvarijų g.,61,Ekonovus,,5:16:00 AM,0.042,54.7012,25.2838,5:52:00 AM,Vilniaus m. BA5,7/7/2022,Summer,76
1187339,13-L-310681,0512021373FEDCBA00036152,1.1,Vilniaus m.,Konstitucijos pr.,25,Ekonovus,,3:47:00 AM,0.037,54.7,25.267,4:22:00 AM,Vilniaus m. BA5,1/27/2022,Autumn,211.3333333
1187331,13-L-313549,E20047185C206026FF2E010C,1.1,Vilniaus m.,Konstitucijos pr.,25,Ekonovus,,3:46:00 AM,0.0415,54.7,25.2671,4:22:00 AM,Vilniaus m. BA5,12/15/2021,Autumn,211.3333333
1187333,13-L-310680,0512021373FEDCBA00036153,1.1,Vilniaus m.,Konstitucijos pr.,25,Ekonovus,,3:46:00 AM,0.0355,54.7,25.2671,4:22:00 AM,Vilniaus m. BA5,1/27/2022,Autumn,211.3333333
1193184,13-L-301480,E200001706150170278007B2,1.1,Vilniaus m.,Kęstučio g.,59,Ekonovus,,1:15:00 PM,0.102,54.6972,25.2507,1:22:00 PM,Vilniaus m. BA5,11/30/2019,Autumn,191.6666667
1193501,13-L-301450,E2000017061501252790062B,1.1,Vilniaus m.,Kęstučio g.,59,Ekonovus,,1:16:00 PM,0.0365,54.6972,25.2507,1:52:00 PM,Vilniaus m. BA5,11/30/2019,Autumn,191.6666667
1193500,13-L-313967,E200471666C06026DFD80112,0.77,Vilniaus m.,Kęstučio g.,59,Ekonovus,,1:16:00 PM,0.0285,54.6972,25.2507,1:52:00 PM,Vilniaus m. BA5,10/8/2020,Autumn,191.6666667
1190309,13-L-310624,0512021373FEDCBA00036209,1.1,Vilniaus m.,Kražių g.,5,Ekonovus,,8:43:00 AM,0.0595,54.6907,25.2665,8:52:00 AM,Vilniaus m. BA5,1/11/2022,Winter,87.66666667
1190684,13-L-311183,0512021373FEDCBA00036650,1.1,Vilniaus m.,Kražių g.,5,Ekonovus,,8:44:00 AM,0.0335,54.6907,25.2665,9:22:00 AM,Vilniaus m. BA5,11/5/2021,Winter,87.66666667
1190311,13-L-300320,E2000015130B01591060ADDF,1.1,Vilniaus m.,Kražių g.,5,Ekonovus,,8:45:00 AM,0.0115,54.6899,25.266,8:52:00 AM,Vilniaus m. BA5,11/30/2019,Winter,697
1187870,13-L-313544,E200471858A06026FEF6010E,1.1,Vilniaus m.,Krokuvos g.,17,Ekonovus,,5:06:00 AM,0.0335,54.697,25.2821,5:42:00 AM,Vilniaus m. BA5,3/2/2022,Spring,3804
1187865,13-L-312940,E200470605206026D9BE0110,1.1,Vilniaus m.,Krokuvos g.,17,Ekonovus,,5:05:00 AM,0.042,54.697,25.2822,5:42:00 AM,Vilniaus m. BA5,8/24/2022,Spring,3804
1187868,13-L-313890,E2004716FB906026E9250110,1.1,Vilniaus m.,Krokuvos g.,17,Ekonovus,,5:06:00 AM,0.0335,54.697,25.2821,5:42:00 AM,Vilniaus m. BA5,9/8/2022,Spring,3804
1188091,13-L-311109,0512021373FEDCBA00036724,1.1,Vilniaus m.,Lukiškių skg.,6,Ekonovus,,5:34:00 AM,0.041,54.6925,25.2663,6:12:00 AM,Vilniaus m. BA5,7/5/2021,Autumn,7.333333333
1187889,13-L-311931,E2004718E6B0602607D70112,1.1,Vilniaus m.,Lukiškių skg.,6,Ekonovus,,5:31:00 AM,0.1175,54.6925,25.2663,5:42:00 AM,Vilniaus m. BA5,4/11/2022,Spring,7.333333333
1187892,13-L-311163,0512021373FEDCBA00036670,1.1,Vilniaus m.,Lukiškių skg.,6,Ekonovus,,5:33:00 AM,0.02,54.6925,25.2663,5:42:00 AM,Vilniaus m. BA5,10/27/2021,Spring,7.333333333
1187891,13-L-311053,0512021373FEDCBA00036580,1.1,Vilniaus m.,Lukiškių skg.,6,Ekonovus,,5:32:00 AM,0.095,54.6925,25.2663,5:42:00 AM,Vilniaus m. BA5,11/10/2021,Spring,7.333333333
1187890,13-L-310953,0512021373FEDCBA00036480,1.1,Vilniaus m.,Lukiškių skg.,6,Ekonovus,,5:32:00 AM,0.0745,54.6925,25.2663,5:42:00 AM,Vilniaus m. BA5,6/11/2021,Spring,7.333333333
1188090,13-L-311107,0512021373FEDCBA00036726,1.1,Vilniaus m.,Lukiškių skg.,6,Ekonovus,,5:34:00 AM,0.0395,54.6925,25.2663,6:12:00 AM,Vilniaus m. BA5,7/5/2021,Autumn,7.333333333
1187283,13-L-313699,E200471779306026F0FF010B,1.1,Vilniaus m.,Lvovo g.,38A,Ekonovus,,3:37:00 AM,0.0335,54.6972,25.2759,4:12:00 AM,Vilniaus m. BA5,1/14/2020,Autumn,344.3333333
1187315,13-L-310194,E200001C361802380840D55F,1.1,Vilniaus m.,Lvovo g.,38A,Ekonovus,,3:40:00 AM,0.0335,54.6972,25.2759,4:22:00 AM,Vilniaus m. BA5,4/22/2021,Autumn,344.3333333
1187286,13-L-302995,E20000170615019924801C2E,1.1,Vilniaus m.,Lvovo g.,38A,Ekonovus,,3:39:00 AM,0.0405,54.6972,25.2759,4:12:00 AM,Vilniaus m. BA5,11/30/2019,Autumn,344.3333333
1187285,13-L-306236,E200001D810502112590C315,1.1,Vilniaus m.,Lvovo g.,38A,Ekonovus,,3:39:00 AM,0.042,54.6972,25.2759,4:12:00 AM,Vilniaus m. BA5,1/14/2020,Autumn,344.3333333
1187314,13-L-307640,E200001C3616012611205F63,0.77,Vilniaus m.,Lvovo g.,39,Ekonovus,,3:40:00 AM,0.025,54.6972,25.2759,4:22:00 AM,Vilniaus m. BA5,10/19/2020,Autumn,344.3333333
1191489,13-L-310760,0512021373FEDCBA00036273,1.1,Vilniaus m.,M. K. Čiurlionio g.,13,Ekonovus,,9:42:00 AM,0.0355,54.6823,25.2626,10:22:00 AM,Vilniaus m. BA5,6/17/2021,Spring,570.3333333
1188320,13-L-312924,E200470362E06026AF9A0106,1.1,Vilniaus m.,A. Goštauto g.,4,Ekonovus,,6:18:00 AM,0.0645,54.691,25.2755,6:32:00 AM,Vilniaus m. BA5,8/19/2022,Summer,247.3333333
1188319,13-L-313606,E2004717EF806026F864010F,1.1,Vilniaus m.,A. Goštauto g.,4,Ekonovus,,6:17:00 AM,0.0195,54.691,25.2755,6:32:00 AM,Vilniaus m. BA5,12/23/2022,Summer,247.3333333
1189381,13-L-313463,E200470AA2B060262397010D,1.1,Vilniaus m.,A. Jakšto g.,9,Ekonovus,,7:41:00 AM,0.014,54.6885,25.2777,7:52:00 AM,Vilniaus m. BA5,11/21/2022,Spring,107.3333333
1189803,13-L-312385,E2004701DEC060269758010B,1.1,Vilniaus m.,A. Jakšto g.,9,Ekonovus,,7:41:00 AM,0.034,54.6885,25.2777,8:22:00 AM,Vilniaus m. BA5,4/20/2022,Summer,107.3333333
1192711,13-L-300472,E2000015130B02621030B0C6,1.1,Vilniaus m.,A. Mickevičiaus g.,23,Ekonovus,,12:28:00 PM,0.016,54.6899,25.2509,12:42:00 PM,Vilniaus m. BA5,11/30/2019,Summer,472.3333333
1188944,13-L-311982,E2004712405060269D710116,1.1,Vilniaus m.,Gedimino pr.,30,Ekonovus,,6:47:00 AM,0.034,54.6874,25.274,7:22:00 AM,Vilniaus m. BA5,4/28/2022,Spring,217.3333333
1188955,13-L-311181,0512021373FEDCBA00036652,1.1,Vilniaus m.,Gedimino pr.,18,Ekonovus,,7:15:00 AM,0.012,54.6871,25.2797,7:22:00 AM,Vilniaus m. BA5,11/5/2021,Spring,92.66666667
1187739,13-L-307445,E200001D7313013009006865,1.1,Vilniaus m.,Gedimino pr.,56,Ekonovus,,5:14:00 AM,0.0265,54.6897,25.2652,5:22:00 AM,Vilniaus m. BA5,4/28/2020,Winter,188.6666667
1187952,13-L-307446,E200001D731300750930305D,1.1,Vilniaus m.,Gedimino pr.,56,Ekonovus,,5:15:00 AM,0.0415,54.6897,25.2652,5:52:00 AM,Vilniaus m. BA5,4/28/2020,Summer,188.6666667
1187953,13-L-313498,E2004711649060268FB5010D,1.1,Vilniaus m.,Gedimino pr.,56,Ekonovus,,5:16:00 AM,0.0355,54.6897,25.2652,5:52:00 AM,Vilniaus m. BA5,11/25/2022,Summer,188.6666667
1187956,13-L-313643,E2004717E5006026F7BC0112,1.1,Vilniaus m.,Gedimino pr.,56,Ekonovus,,5:16:00 AM,0.0405,54.6897,25.2652,5:52:00 AM,Vilniaus m. BA5,1/5/2023,Summer,188.6666667
1187740,13-L-313871,E2004716E9A06026E806010A,1.1,Vilniaus m.,Gedimino pr.,56,Ekonovus,,5:15:00 AM,0.008,54.6897,25.2652,5:22:00 AM,Vilniaus m. BA5,5/23/2022,Winter,188.6666667
1190557,13-L-312377,E200470120F060268B7B010D,1.1,Vilniaus m.,Gedimino pr.,64,Ekonovus,,9:03:00 AM,0.044,54.6894,25.2602,9:12:00 AM,Vilniaus m. BA5,3/28/2022,Summer,170.6666667
1190554,13-L-313826,E200471778106026F0ED0111,1.1,Vilniaus m.,Gedimino pr.,64,Ekonovus,,9:01:00 AM,0.0535,54.6894,25.2602,9:12:00 AM,Vilniaus m. BA5,11/8/2021,Summer,170.6666667
1190556,13-L-313784,E200471760206026EF6E010C,1.1,Vilniaus m.,Gedimino pr.,64,Ekonovus,,9:02:00 AM,0.1055,54.6894,25.2602,9:12:00 AM,Vilniaus m. BA5,12/20/2022,Summer,170.6666667
1190953,13-L-311197,0512021373FEDCBA00036636,1.1,Vilniaus m.,Gedimino pr.,64,Ekonovus,,9:03:00 AM,0.035,54.6894,25.2602,9:42:00 AM,Vilniaus m. BA5,9/2/2021,Autumn,170.6666667
1190954,13-L-311683,E200470344F06026ADBB010B,1.1,Vilniaus m.,Gedimino pr.,64,Ekonovus,,9:03:00 AM,0.04,54.6894,25.2602,9:42:00 AM,Vilniaus m. BA5,8/29/2022,Autumn,170.6666667
1190555,13-L-312331,E2004704E5A06026C7C6010A,1.1,Vilniaus m.,Gedimino pr.,64,Ekonovus,,9:01:00 AM,0.098,54.6894,25.2602,9:12:00 AM,Vilniaus m. BA5,3/14/2022,Summer,170.6666667
1187376,13-L-302308,E20000170615020626101117,1.1,Vilniaus m.,Geležinio Vilko g.,39,Ekonovus,,3:54:00 AM,0.0375,54.7026,25.2651,4:32:00 AM,Vilniaus m. BA5,11/30/2019,Winter,332.3333333
1188797,13-L-313757,E200471773206026F09E010F,0.77,Vilniaus m.,Gedimino pr.,28,Ekonovus,,7:02:00 AM,0.0275,54.6879,25.2749,7:12:00 AM,Vilniaus m. BA5,12/8/2022,Autumn,127.3333333
1189216,13-L-313325,E200471220E060269B7A0112,1.1,Vilniaus m.,Gedimino pr.,28,Ekonovus,,7:03:00 AM,0.041,54.6879,25.2749,7:42:00 AM,Vilniaus m. BA5,9/20/2022,Winter,127.3333333
1188564,13-L-304142,E20000175611012714008B9B,1.1,Vilniaus m.,Gedimino pr.,29,Ekonovus,,6:41:00 AM,0.0975,54.6887,25.2723,6:52:00 AM,Vilniaus m. BA5,11/30/2019,Spring,89.66666667
1188565,13-L-313408,E2004701BEC0602695580114,1.1,Vilniaus m.,Gedimino pr.,29,Ekonovus,,6:41:00 AM,0.147,54.6887,25.2723,6:52:00 AM,Vilniaus m. BA5,10/31/2022,Spring,89.66666667
1188933,13-L-305307,E20000175713014814308545,1.1,Vilniaus m.,Gedimino pr.,29,Ekonovus,,6:44:00 AM,0.033,54.6887,25.2723,7:22:00 AM,Vilniaus m. BA5,11/30/2019,Spring,89.66666667
1188567,13-L-301911,E20000170615016726800C9F,1.1,Vilniaus m.,Gedimino pr.,29,Ekonovus,,6:42:00 AM,0.0455,54.6887,25.2723,6:52:00 AM,Vilniaus m. BA5,11/30/2019,Spring,89.66666667
1188466,13-L-300308,E2000015130B01181060AD87,1.1,Vilniaus m.,Gedimino pr.,29,Ekonovus,,6:40:00 AM,0.0645,54.6887,25.2723,6:42:00 AM,Vilniaus m. BA5,11/30/2019,Autumn,89.66666667
